event_time,func_id,trigger_type,exec_time,cold_start_flag
2592000.363,1529---631---pool23-400-256,APIG,0.000866,0
2592000.363,1118---631---pool24-600-512,APIG,0.00365,0
2592000.364,1578---735---pool26-1000-1024,LTS,0.001975,0
2592000.365,1529---631---pool23-400-256,APIG,0.000896,0
2592000.365,1118---631---pool24-600-512,APIG,0.002327,0
2592000.366,1363---735---pool22-300-128,LTS,0.001765,0
2592000.367,1111---818---pool24-600-512,APIG,0.002147,0
2592000.367,1111---818---pool24-600-512,APIG,0.002995,0
2592000.369,1529---631---pool23-400-256,APIG,0.001407,0
2592000.373,1118---631---pool24-600-512,APIG,0.0024,0
2592000.373,1363---735---pool22-300-128,LTS,0.002376,0
2592000.373,1529---631---pool23-400-256,APIG,0.000861,0
2592000.374,137---631---pool23-400-256,OBS,0.032852,0
2592000.375,1529---631---pool23-400-256,APIG,0.001416,0
2592000.376,1529---631---pool23-400-256,APIG,0.000941,0
2592000.376,1578---735---pool26-1000-1024,LTS,0.002092,0
2592000.376,1118---631---pool24-600-512,APIG,0.003349,0
2592000.377,1582---794---pool22-300-128,TIMER,0.333653,0
2592000.377,1118---631---pool24-600-512,APIG,0.003376,0
2592000.377,1529---631---pool23-400-256,APIG,0.001484,0
2592000.377,1529---631---pool23-400-256,APIG,0.000858,0
2592000.377,137---631---pool23-400-256,OBS,0.031786,0
2592000.378,944---173---custom.image.gpu-25800-32768,unknown,0.027948,0
2592000.378,1118---631---pool24-600-512,APIG,0.002571,0
2592000.379,1495---631---pool22-300-128,unknown,0.001488,0
2592000.379,1529---631---pool23-400-256,APIG,0.001176,0
2592000.379,1529---631---pool23-400-256,APIG,0.001714,0
2592000.381,1411---741---pool24-600-512,APIG,0.000208,0
2592000.382,1529---631---pool23-400-256,APIG,0.000928,0
2592000.383,1529---631---pool23-400-256,APIG,0.000853,0
2592000.384,1118---631---pool24-600-512,APIG,0.003861,0
2592000.384,1118---631---pool24-600-512,APIG,0.002599,0
2592000.385,438---631---pool22-300-128,APIG,0.001168,0
2592000.386,137---631---pool23-400-256,OBS,0.042859,0
2592000.386,1529---631---pool23-400-256,APIG,0.001133,0
2592000.388,1118---631---pool24-600-512,APIG,0.006024,0
2592000.388,1529---631---pool23-400-256,APIG,0.000886,0
2592000.389,944---173---custom.image.gpu-25800-32768,unknown,0.032465,0
2592000.39,1578---735---pool26-1000-1024,LTS,0.002038,0
2592000.39,1118---631---pool24-600-512,APIG,0.005277,0
2592000.392,1413---631---pool22-300-128,unknown,0.001637,0
2592000.393,1118---631---pool24-600-512,APIG,0.005557,0
2592000.394,1118---631---pool24-600-512,APIG,0.002364,0
2592000.395,1118---631---pool24-600-512,APIG,0.002306,0
2592000.395,1118---631---pool24-600-512,APIG,0.002411,0
2592000.396,1118---631---pool24-600-512,APIG,0.00374,0
2592000.396,1529---631---pool23-400-256,APIG,0.001018,0
2592000.398,1118---631---pool24-600-512,APIG,0.002291,0
2592000.399,1118---631---pool24-600-512,APIG,0.002289,0
2592000.399,1529---631---pool23-400-256,APIG,0.001255,0
2592000.399,1529---631---pool23-400-256,APIG,0.000882,0
2592000.4,1363---735---pool22-300-128,LTS,0.004155,0
2592000.402,1118---631---pool24-600-512,APIG,0.002334,0
2592000.404,1529---631---pool23-400-256,APIG,0.001458,0
2592000.405,1118---631---pool24-600-512,APIG,0.003609,0
2592000.406,1118---631---pool24-600-512,APIG,0.002361,0
2592000.406,1578---735---pool26-1000-1024,LTS,0.002057,0
2592000.406,1578---735---pool26-1000-1024,LTS,0.002142,0
2592000.407,1529---631---pool23-400-256,APIG,0.000953,0
2592000.407,1529---631---pool23-400-256,APIG,0.001057,0
2592000.408,1118---631---pool24-600-512,APIG,0.004281,0
2592000.409,1363---735---pool22-300-128,LTS,0.002207,0
2592000.41,77---735---pool22-300-128,LTS,0.001264,0
2592000.411,612---63---pool22-300-128,workflow,0.576716,0
2592000.412,1529---631---pool23-400-256,APIG,0.00191,0
2592000.414,860---830---pool23-400-256,KAFKA,0.002898,0
2592000.418,1118---631---pool24-600-512,APIG,0.003649,0
2592000.418,810---130---pool22-300-128,unknown,0.391327,0
2592000.419,899---173---custom.image.gpu-25800-32768,unknown,0.054934,0
2592000.42,1118---631---pool24-600-512,APIG,0.002482,0
2592000.421,1118---631---pool24-600-512,APIG,0.003364,0
2592000.421,1495---631---pool22-300-128,unknown,0.001388,0
2592000.424,1529---631---pool23-400-256,APIG,0.000993,0
2592000.426,137---631---pool23-400-256,OBS,0.044224,0
2592000.426,1111---818---pool24-600-512,APIG,0.003082,0
2592000.426,137---631---pool23-400-256,OBS,0.032597,0
2592000.426,1529---631---pool23-400-256,APIG,0.000896,0
2592000.428,1529---631---pool23-400-256,APIG,0.000886,0
2592000.428,1118---631---pool24-600-512,APIG,0.003738,0
